case_key,case_label,time_index,local_time,wind_speed_m_s,air_temperature_C,sky_temperature_C,areal_heat_capacity_J_m2_K,visible_points,q_abs_max_W_m2,q_abs_mean_all_W_m2,q_abs_mean_visible_W_m2,surface_temperature_min_C,surface_temperature_mean_C,surface_temperature_max_C,surface_temperature_mean_visible_C,deltaT_air_min_C,deltaT_air_mean_C,deltaT_air_max_C,dT_dt_min_K_s,dT_dt_mean_K_s,dT_dt_max_K_s,net_flux_min_W_m2,net_flux_mean_W_m2,net_flux_max_W_m2
winter_solstice,Winter solstice,0,2026-12-22T00:00:00+04:00,0.0,-5.0,-18.0,36450.0,0,0.0,0.0,,-7.5192255767722145,-7.519225576772215,-7.5192255767722145,,-2.5192255767722145,-2.5192255767722145,-2.5192255767722145,-5.555683942157162e-18,-5.5556839421571606e-18,-5.555683942157162e-18,-2.0250467969162855e-13,-2.0250467969162855e-13,-2.0250467969162855e-13
winter_solstice,Winter solstice,1,2026-12-22T00:10:00+04:00,0.0,-5.0,-18.0,36450.0,0,0.0,0.0,,-7.5192255767722145,-7.519225576772215,-7.5192255767722145,,-2.5192255767722145,-2.5192255767722145,-2.5192255767722145,-5.555683942157162e-18,-5.5556839421571606e-18,-5.555683942157162e-18,-2.0250467969162855e-13,-2.0250467969162855e-13,-2.0250467969162855e-13
winter_solstice,Winter solstice,2,2026-12-22T00:20:00+04:00,0.0,-5.0,-18.0,36450.0,0,0.0,0.0,,-7.5192255767722145,-7.519225576772215,-7.5192255767722145,,-2.5192255767722145,-2.5192255767722145,-2.5192255767722145,-5.555683942157162e-18,-5.5556839421571606e-18,-5.555683942157162e-18,-2.0250467969162855e-13,-2.0250467969162855e-13,-2.0250467969162855e-13
winter_solstice,Winter solstice,3,2026-12-22T00:30:00+04:00,0.0,-5.0,-18.0,36450.0,0,0.0,0.0,,-7.5192255767722145,-7.519225576772215,-7.5192255767722145,,-2.5192255767722145,-2.5192255767722145,-2.5192255767722145,-5.555683942157162e-18,-5.5556839421571606e-18,-5.555683942157162e-18,-2.0250467969162855e-13,-2.0250467969162855e-13,-2.0250467969162855e-13
winter_solstice,Winter solstice,4,2026-12-22T00:40:00+04:00,0.0,-5.0,-18.0,36450.0,0,0.0,0.0,,-7.5192255767722145,-7.519225576772215,-7.5192255767722145,,-2.5192255767722145,-2.5192255767722145,-2.5192255767722145,-5.555683942157162e-18,-5.5556839421571606e-18,-5.555683942157162e-18,-2.0250467969162855e-13,-2.0250467969162855e-13,-2.0250467969162855e-13
winter_solstice,Winter solstice,5,2026-12-22T00:50:00+04:00,0.0,-5.0,-18.0,36450.0,0,0.0,0.0,,-7.5192255767722145,-7.519225576772215,-7.5192255767722145,,-2.5192255767722145,-2.5192255767722145,-2.5192255767722145,-5.555683942157162e-18,-5.5556839421571606e-18,-5.555683942157162e-18,-2.0250467969162855e-13,-2.0250467969162855e-13,-2.0250467969162855e-13
winter_solstice,Winter solstice,6,2026-12-22T01:00:00+04:00,0.0,-5.0,-18.0,36450.0,0,0.0,0.0,,-7.5192255767722145,-7.519225576772215,-7.5192255767722145,,-2.5192255767722145,-2.5192255767722145,-2.5192255767722145,-5.555683942157162e-18,-5.5556839421571606e-18,-5.555683942157162e-18,-2.0250467969162855e-13,-2.0250467969162855e-13,-2.0250467969162855e-13
winter_solstice,Winter solstice,7,2026-12-22T01:10:00+04:00,0.0,-5.0,-18.0,36450.0,0,0.0,0.0,,-7.5192255767722145,-7.519225576772215,-7.5192255767722145,,-2.5192255767722145,-2.5192255767722145,-2.5192255767722145,-5.555683942157162e-18,-5.5556839421571606e-18,-5.555683942157162e-18,-2.0250467969162855e-13,-2.0250467969162855e-13,-2.0250467969162855e-13
winter_solstice,Winter solstice,8,2026-12-22T01:20:00+04:00,0.0,-5.0,-18.0,36450.0,0,0.0,0.0,,-7.5192255767722145,-7.519225576772215,-7.5192255767722145,,-2.5192255767722145,-2.5192255767722145,-2.5192255767722145,-5.555683942157162e-18,-5.5556839421571606e-18,-5.555683942157162e-18,-2.0250467969162855e-13,-2.0250467969162855e-13,-2.0250467969162855e-13
winter_solstice,Winter solstice,9,2026-12-22T01:30:00+04:00,0.0,-5.0,-18.0,36450.0,0,0.0,0.0,,-7.5192255767722145,-7.519225576772215,-7.5192255767722145,,-2.5192255767722145,-2.5192255767722145,-2.5192255767722145,-5.555683942157162e-18,-5.5556839421571606e-18,-5.555683942157162e-18,-2.0250467969162855e-13,-2.0250467969162855e-13,-2.0250467969162855e-13
