case_key,case_label,time_index,local_time,wind_speed_m_s,air_temperature_C,sky_temperature_C,areal_heat_capacity_J_m2_K,visible_points,q_abs_max_W_m2,q_abs_mean_all_W_m2,q_abs_mean_visible_W_m2,surface_temperature_min_C,surface_temperature_mean_C,surface_temperature_max_C,surface_temperature_mean_visible_C,deltaT_air_min_C,deltaT_air_mean_C,deltaT_air_max_C,dT_dt_min_K_s,dT_dt_mean_K_s,dT_dt_max_K_s,net_flux_min_W_m2,net_flux_mean_W_m2,net_flux_max_W_m2
summer_solstice,Summer solstice,0,2026-06-22T00:00:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,1,2026-06-22T00:10:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,2,2026-06-22T00:20:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,3,2026-06-22T00:30:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,4,2026-06-22T00:40:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,5,2026-06-22T00:50:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,6,2026-06-22T01:00:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,7,2026-06-22T01:10:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,8,2026-06-22T01:20:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,9,2026-06-22T01:30:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,10,2026-06-22T01:40:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,11,2026-06-22T01:50:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,12,2026-06-22T02:00:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,13,2026-06-22T02:10:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,14,2026-06-22T02:20:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,15,2026-06-22T02:30:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,16,2026-06-22T02:40:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,17,2026-06-22T02:50:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,18,2026-06-22T03:00:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,19,2026-06-22T03:10:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,20,2026-06-22T03:20:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,21,2026-06-22T03:30:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,22,2026-06-22T03:40:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,23,2026-06-22T03:50:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,24,2026-06-22T04:00:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,25,2026-06-22T04:10:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,26,2026-06-22T04:20:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,27,2026-06-22T04:30:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,28,2026-06-22T04:40:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,29,2026-06-22T04:50:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,30,2026-06-22T05:00:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,31,2026-06-22T05:10:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,32,2026-06-22T05:20:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,33,2026-06-22T05:30:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,34,2026-06-22T05:40:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,35,2026-06-22T05:50:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
summer_solstice,Summer solstice,36,2026-06-22T06:00:00+04:00,5.0,32.0,18.0,36450.0,0,0.0,0.0,,30.407463741033098,30.407463741033094,30.407463741033098,,-1.592536258966902,-1.592536258966902,-1.592536258966902,8.67466440091206e-18,8.67466440091206e-18,8.67466440091206e-18,3.161915174132446e-13,3.161915174132446e-13,3.161915174132446e-13
