case_key,case_label,time_index,local_time,wind_speed_m_s,air_temperature_C,sky_temperature_C,areal_heat_capacity_J_m2_K,visible_points,q_abs_max_W_m2,q_abs_mean_all_W_m2,q_abs_mean_visible_W_m2,surface_temperature_min_C,surface_temperature_mean_C,surface_temperature_max_C,surface_temperature_mean_visible_C,deltaT_air_min_C,deltaT_air_mean_C,deltaT_air_max_C,dT_dt_min_K_s,dT_dt_mean_K_s,dT_dt_max_K_s,net_flux_min_W_m2,net_flux_mean_W_m2,net_flux_max_W_m2
summer_solstice,Summer solstice,0,2026-06-22T00:00:00+04:00,10.0,32.0,18.0,36450.0,0,0.0,0.0,,30.709177027331293,30.7091770273313,30.709177027331293,,-1.2908229726687068,-1.2908229726687068,-1.2908229726687068,-1.7934137637840664e-17,-1.793413763784067e-17,-1.7934137637840664e-17,-6.536993168992922e-13,-6.536993168992922e-13,-6.536993168992922e-13
summer_solstice,Summer solstice,1,2026-06-22T00:10:00+04:00,10.0,32.0,18.0,36450.0,0,0.0,0.0,,30.709177027331293,30.7091770273313,30.709177027331293,,-1.2908229726687068,-1.2908229726687068,-1.2908229726687068,-1.7934137637840664e-17,-1.793413763784067e-17,-1.7934137637840664e-17,-6.536993168992922e-13,-6.536993168992922e-13,-6.536993168992922e-13
summer_solstice,Summer solstice,2,2026-06-22T00:20:00+04:00,10.0,32.0,18.0,36450.0,0,0.0,0.0,,30.709177027331293,30.7091770273313,30.709177027331293,,-1.2908229726687068,-1.2908229726687068,-1.2908229726687068,-1.7934137637840664e-17,-1.793413763784067e-17,-1.7934137637840664e-17,-6.536993168992922e-13,-6.536993168992922e-13,-6.536993168992922e-13
summer_solstice,Summer solstice,3,2026-06-22T00:30:00+04:00,10.0,32.0,18.0,36450.0,0,0.0,0.0,,30.709177027331293,30.7091770273313,30.709177027331293,,-1.2908229726687068,-1.2908229726687068,-1.2908229726687068,-1.7934137637840664e-17,-1.793413763784067e-17,-1.7934137637840664e-17,-6.536993168992922e-13,-6.536993168992922e-13,-6.536993168992922e-13
summer_solstice,Summer solstice,4,2026-06-22T00:40:00+04:00,10.0,32.0,18.0,36450.0,0,0.0,0.0,,30.709177027331293,30.7091770273313,30.709177027331293,,-1.2908229726687068,-1.2908229726687068,-1.2908229726687068,-1.7934137637840664e-17,-1.793413763784067e-17,-1.7934137637840664e-17,-6.536993168992922e-13,-6.536993168992922e-13,-6.536993168992922e-13
summer_solstice,Summer solstice,5,2026-06-22T00:50:00+04:00,10.0,32.0,18.0,36450.0,0,0.0,0.0,,30.709177027331293,30.7091770273313,30.709177027331293,,-1.2908229726687068,-1.2908229726687068,-1.2908229726687068,-1.7934137637840664e-17,-1.793413763784067e-17,-1.7934137637840664e-17,-6.536993168992922e-13,-6.536993168992922e-13,-6.536993168992922e-13
summer_solstice,Summer solstice,6,2026-06-22T01:00:00+04:00,10.0,32.0,18.0,36450.0,0,0.0,0.0,,30.709177027331293,30.7091770273313,30.709177027331293,,-1.2908229726687068,-1.2908229726687068,-1.2908229726687068,-1.7934137637840664e-17,-1.793413763784067e-17,-1.7934137637840664e-17,-6.536993168992922e-13,-6.536993168992922e-13,-6.536993168992922e-13
summer_solstice,Summer solstice,7,2026-06-22T01:10:00+04:00,10.0,32.0,18.0,36450.0,0,0.0,0.0,,30.709177027331293,30.7091770273313,30.709177027331293,,-1.2908229726687068,-1.2908229726687068,-1.2908229726687068,-1.7934137637840664e-17,-1.793413763784067e-17,-1.7934137637840664e-17,-6.536993168992922e-13,-6.536993168992922e-13,-6.536993168992922e-13
summer_solstice,Summer solstice,8,2026-06-22T01:20:00+04:00,10.0,32.0,18.0,36450.0,0,0.0,0.0,,30.709177027331293,30.7091770273313,30.709177027331293,,-1.2908229726687068,-1.2908229726687068,-1.2908229726687068,-1.7934137637840664e-17,-1.793413763784067e-17,-1.7934137637840664e-17,-6.536993168992922e-13,-6.536993168992922e-13,-6.536993168992922e-13
summer_solstice,Summer solstice,9,2026-06-22T01:30:00+04:00,10.0,32.0,18.0,36450.0,0,0.0,0.0,,30.709177027331293,30.7091770273313,30.709177027331293,,-1.2908229726687068,-1.2908229726687068,-1.2908229726687068,-1.7934137637840664e-17,-1.793413763784067e-17,-1.7934137637840664e-17,-6.536993168992922e-13,-6.536993168992922e-13,-6.536993168992922e-13
